filename,width,height,class,xmin,ymin,xmax,ymax
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,apple,236,283,245,300
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,orange,35,289,46,303
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,apple,379,295,389,307
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,apple,252,297,263,313
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,apple,337,304,352,318
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,orange,191,304,202,322
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,peach,65,309,75,327
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,peach,40,318,51,333
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,peach,78,323,90,342
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,orange,140,329,153,344
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,peach,31,343,44,367
3311113056_a52c7d6171_z_jpg.rf.01555e8d0ebc8f7253bf065bf6c6c3d4.jpg,416,416,peach,51,348,65,364
272_100_jpg.rf.0208cbea680931eba73f4aaaeed4ba1b.jpg,416,416,banana,0,87,412,358
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,60,313,92,340
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,203,318,229,340
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,24,316,61,348
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,129,321,164,347
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,91,323,125,355
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,42,333,78,364
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,214,340,251,364
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,131,343,165,380
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,100,348,130,382
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,163,352,199,381
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,61,352,98,386
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,25,361,65,392
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,77,367,116,392
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,206,362,244,397
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,0,365,34,394
65294e7c63377b3e_jpg.rf.038d591cf3892180d8fff3fc54a1d04d.jpg,416,416,orange,138,369,175,396
Bananas-lady_finger-2_jpg.rf.088b053c230c8cfbfab0444127c024e2.jpg,416,416,banana,8,160,304,210
Bananas-lady_finger-2_jpg.rf.088b053c230c8cfbfab0444127c024e2.jpg,416,416,banana,49,184,302,243
Bananas-lady_finger-2_jpg.rf.088b053c230c8cfbfab0444127c024e2.jpg,416,416,banana,80,221,312,321
Bananas-lady_finger-2_jpg.rf.088b053c230c8cfbfab0444127c024e2.jpg,416,416,banana,148,240,326,360
Bananas-lady_finger-2_jpg.rf.088b053c230c8cfbfab0444127c024e2.jpg,416,416,banana,84,44,321,160
190_100_jpg.rf.073106eaee42d883aef69b5f5db1663a.jpg,416,416,banana,8,33,412,408
2770412386_e02a44ba2c_z_jpg.rf.07621fd437822915989db5116a1e1d44.jpg,416,416,banana,43,7,305,197
2770412386_e02a44ba2c_z_jpg.rf.07621fd437822915989db5116a1e1d44.jpg,416,416,orange,274,77,373,208
2770412386_e02a44ba2c_z_jpg.rf.07621fd437822915989db5116a1e1d44.jpg,416,416,apple,257,183,338,333
2770412386_e02a44ba2c_z_jpg.rf.07621fd437822915989db5116a1e1d44.jpg,416,416,apple,151,189,271,342
2770412386_e02a44ba2c_z_jpg.rf.07621fd437822915989db5116a1e1d44.jpg,416,416,orange,129,21,234,123
84787aba409992d0_jpg.rf.08b08852d61e7c8c564cb7df464761e3.jpg,416,416,apple,140,64,357,337
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,apple,105,84,116,101
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,apple,110,89,127,107
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,banana,247,209,302,278
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,banana,178,215,230,302
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,banana,102,286,172,349
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,banana,149,285,190,354
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,banana,92,353,142,401
22703851_729cd2cd04_z_jpg.rf.0403016a7135f393836e37b132213c98.jpg,416,416,apple,117,73,129,89
4506804983_38836a33ba_z_jpg.rf.05965e82e96868d5cdbe288297bcfc29.jpg,416,416,apple,0,87,34,152
4506804983_38836a33ba_z_jpg.rf.05965e82e96868d5cdbe288297bcfc29.jpg,416,416,orange,37,86,98,166
4506804983_38836a33ba_z_jpg.rf.05965e82e96868d5cdbe288297bcfc29.jpg,416,416,orange,206,87,289,205
4506804983_38836a33ba_z_jpg.rf.05965e82e96868d5cdbe288297bcfc29.jpg,416,416,banana,17,15,112,82
4506804983_38836a33ba_z_jpg.rf.05965e82e96868d5cdbe288297bcfc29.jpg,416,416,banana,287,0,395,141
4462322199_0cb7cd5d57_z_jpg.rf.0495f4c75fea74cf6589b0ec5f4a0d7a.jpg,416,416,apple,24,189,186,388
4462322199_0cb7cd5d57_z_jpg.rf.0495f4c75fea74cf6589b0ec5f4a0d7a.jpg,416,416,orange,187,234,375,387
4462322199_0cb7cd5d57_z_jpg.rf.0495f4c75fea74cf6589b0ec5f4a0d7a.jpg,416,416,banana,101,26,402,163
images--4-_jpeg.rf.095d6451811b4c903207cd702054169f.jpg,416,416,pear,227,168,356,371
images--4-_jpeg.rf.095d6451811b4c903207cd702054169f.jpg,416,416,pear,0,0,92,96
images--4-_jpeg.rf.095d6451811b4c903207cd702054169f.jpg,416,416,pear,336,98,415,265
images--4-_jpeg.rf.095d6451811b4c903207cd702054169f.jpg,416,416,pear,140,84,233,311
r_305_100_jpg.rf.0bff51ebd5fded8ce451bfc665e347ef.jpg,416,416,apple,8,17,408,404
r_306_100_jpg.rf.093dd2b65fbea2d7ed013d476f8e1595.jpg,416,416,apple,0,8,412,412
images--5-_jpeg.rf.0b5bb0729dd7a66a0db0ae20ca3224dd.jpg,416,416,pear,216,132,304,364
images--5-_jpeg.rf.0b5bb0729dd7a66a0db0ae20ca3224dd.jpg,416,416,orange,101,191,204,351
images--5-_jpeg.rf.0b5bb0729dd7a66a0db0ae20ca3224dd.jpg,416,416,apple,104,82,179,200
images--5-_jpeg.rf.0b5bb0729dd7a66a0db0ae20ca3224dd.jpg,416,416,apple,182,90,265,212
images--5-_jpeg.rf.0b5bb0729dd7a66a0db0ae20ca3224dd.jpg,416,416,pear,40,127,119,317
r_146_100_jpg.rf.0d015da6a7077ca18d70f089522e7355.jpg,416,416,pear,25,0,412,412
r_110_100_jpg.rf.0a87eb94b5c59e0475e2f1ce7144e9f1.jpg,416,416,peach,42,17,400,412
PearKaleSmoothie-008-6ef8b329bba748e09d22c3e333661caf_jpg.rf.0da522d7455e8bb560b32c6e6da4586f.jpg,416,416,pear,58,191,162,376
PearKaleSmoothie-008-6ef8b329bba748e09d22c3e333661caf_jpg.rf.0da522d7455e8bb560b32c6e6da4586f.jpg,416,416,pear,121,19,205,166
PearKaleSmoothie-008-6ef8b329bba748e09d22c3e333661caf_jpg.rf.0da522d7455e8bb560b32c6e6da4586f.jpg,416,416,pear,0,35,63,212
PearKaleSmoothie-008-6ef8b329bba748e09d22c3e333661caf_jpg.rf.0da522d7455e8bb560b32c6e6da4586f.jpg,416,416,pear,350,63,415,219
06a138ca361abca5_jpg.rf.0da8f9cc40900d301f4d21041e4d86f4.jpg,416,416,apple,38,170,266,385
514927143_jpg.rf.0dbee76307690bd87ce1510f00cc3f3d.jpg,416,416,apple,18,33,393,385
368012217_52f8082bb9_z_jpg.rf.0e90b889029a5a757095186ea6e6dbfb.jpg,416,416,apple,188,115,374,372
368012217_52f8082bb9_z_jpg.rf.0e90b889029a5a757095186ea6e6dbfb.jpg,416,416,apple,29,186,152,360
2132603835_2fa937755d_z_jpg.rf.1127e4c43531e0343c86e520933c3fd9.jpg,416,416,orange,0,0,248,164
2132603835_2fa937755d_z_jpg.rf.1127e4c43531e0343c86e520933c3fd9.jpg,416,416,apple,110,144,391,310
2132603835_2fa937755d_z_jpg.rf.1127e4c43531e0343c86e520933c3fd9.jpg,416,416,banana,0,145,341,384
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,1,0,133,122
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,121,37,219,141
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,185,35,303,163
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,334,21,416,178
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,31,121,133,188
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,108,113,200,277
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,165,136,305,320
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,9,161,119,305
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,292,164,406,334
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,83,254,196,390
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,147,297,257,415
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,0,301,84,415
0186398c50c2f414_jpg.rf.11a769ca008fa71e47a46cd6b54ca1b4.jpg,416,416,peach,267,329,415,415
images_jpeg.rf.11eb163656564e710eb050829280f13e.jpg,416,416,orange,43,45,376,374
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,orange,198,170,212,185
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,orange,190,179,203,203
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,apple,145,182,159,203
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,orange,211,196,223,217
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,orange,196,198,211,216
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,orange,227,195,241,220
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,apple,150,197,166,220
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,apple,129,198,140,220
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,pear,134,287,147,314
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,pear,117,305,128,322
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,pear,128,317,140,341
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,pear,113,322,124,338
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,banana,214,27,247,91
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,banana,97,27,136,97
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,banana,163,31,194,96
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,banana,187,34,216,96
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,banana,133,37,168,95
3543729432_ee3945a0a0_z_jpg.rf.134f839197ef5008f3de948e6837fa93.jpg,416,416,banana,248,35,273,103
images--10-_jpeg.rf.13acdfcdd42985f0418f1dc332b91176.jpg,416,416,pear,93,175,252,350
images--10-_jpeg.rf.13acdfcdd42985f0418f1dc332b91176.jpg,416,416,pear,284,256,415,414
images--10-_jpeg.rf.13acdfcdd42985f0418f1dc332b91176.jpg,416,416,pear,264,0,397,173
images--10-_jpeg.rf.13acdfcdd42985f0418f1dc332b91176.jpg,416,416,pear,123,54,248,234
images--10-_jpeg.rf.13acdfcdd42985f0418f1dc332b91176.jpg,416,416,pear,0,69,117,266
rawImage_jpg.rf.13da945c31d8241135922c56dd241e73.jpg,416,416,pear,0,105,206,343
rawImage_jpg.rf.13da945c31d8241135922c56dd241e73.jpg,416,416,pear,137,113,389,389
shutterstock_584685790_jpg.rf.148e7fad63c844bc850e16599162fef2.jpg,416,416,banana,0,0,123,119
shutterstock_584685790_jpg.rf.148e7fad63c844bc850e16599162fef2.jpg,416,416,banana,250,25,416,189
shutterstock_584685790_jpg.rf.148e7fad63c844bc850e16599162fef2.jpg,416,416,banana,124,103,291,272
shutterstock_584685790_jpg.rf.148e7fad63c844bc850e16599162fef2.jpg,416,416,banana,25,167,184,352
images--1-_jpeg.rf.1552015ecc8edf2b73ae29f6805e5a29.jpg,416,416,peach,67,138,210,348
images--1-_jpeg.rf.1552015ecc8edf2b73ae29f6805e5a29.jpg,416,416,peach,215,170,356,371
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,266,19,327,93
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,377,27,416,103
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,51,41,109,101
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,152,40,208,110
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,319,67,385,150
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,95,76,151,152
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,258,116,325,211
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,134,128,197,208
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,32,125,88,214
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,382,131,416,223
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,65,165,129,278
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,319,170,388,275
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,0,221,62,316
d6abf50e87693172_jpg.rf.1637b69b93c61304c79df1fb75f9b158.jpg,416,416,peach,114,229,186,333
4405303375_a452070dc5_z_jpg.rf.1654fe9278ad3861a2826cb79bf0d338.jpg,416,416,banana,71,0,360,257
4405303375_a452070dc5_z_jpg.rf.1654fe9278ad3861a2826cb79bf0d338.jpg,416,416,apple,0,142,85,318
4405303375_a452070dc5_z_jpg.rf.1654fe9278ad3861a2826cb79bf0d338.jpg,416,416,apple,236,204,403,401
4405303375_a452070dc5_z_jpg.rf.1654fe9278ad3861a2826cb79bf0d338.jpg,416,416,orange,145,363,269,415
grape_pear_mandarine2_jpg.rf.16923cb261a48a6194ebbc3d11547ab4.jpg,416,416,pear,133,76,258,192
grape_pear_mandarine2_jpg.rf.16923cb261a48a6194ebbc3d11547ab4.jpg,416,416,pear,65,185,203,304
grape_pear_mandarine2_jpg.rf.16923cb261a48a6194ebbc3d11547ab4.jpg,416,416,orange,304,211,386,296
grape_pear_mandarine2_jpg.rf.16923cb261a48a6194ebbc3d11547ab4.jpg,416,416,orange,208,257,304,330
grape_pear_mandarine2_jpg.rf.16923cb261a48a6194ebbc3d11547ab4.jpg,416,416,pear,14,0,156,189
pear_jpg.rf.17a847cc61c23d0748fcedc8f06ee65d.jpg,416,416,pear,81,3,349,401
images_jpeg.rf.17eb65673e85628a79a9c5081643254a.jpg,416,416,apple,77,33,346,383
8445404147_a30c2cc4f6_z_jpg.rf.1814830d3ac8725f82a6b274b6ae0cbe.jpg,416,416,banana,280,156,328,216
8445404147_a30c2cc4f6_z_jpg.rf.1814830d3ac8725f82a6b274b6ae0cbe.jpg,416,416,apple,115,150,196,269
8445404147_a30c2cc4f6_z_jpg.rf.1814830d3ac8725f82a6b274b6ae0cbe.jpg,416,416,orange,224,223,290,338
fruit_163436567_jpg.rf.1838c50468221ad0c84cbc4226bbe215.jpg,416,416,banana,164,27,308,121
fruit_163436567_jpg.rf.1838c50468221ad0c84cbc4226bbe215.jpg,416,416,orange,107,191,205,334
Fresh-red-apples-fruit-photography-green-background_3840x2160_jpg.rf.18df76ed0aad7843ca77eb7b7eab91d0.jpg,416,416,apple,219,111,314,284
Fresh-red-apples-fruit-photography-green-background_3840x2160_jpg.rf.18df76ed0aad7843ca77eb7b7eab91d0.jpg,416,416,apple,148,139,256,296
Fresh-red-apples-fruit-photography-green-background_3840x2160_jpg.rf.18df76ed0aad7843ca77eb7b7eab91d0.jpg,416,416,apple,267,139,378,296
Fresh-red-apples-fruit-photography-green-background_3840x2160_jpg.rf.18df76ed0aad7843ca77eb7b7eab91d0.jpg,416,416,apple,138,193,254,386
Fresh-red-apples-fruit-photography-green-background_3840x2160_jpg.rf.18df76ed0aad7843ca77eb7b7eab91d0.jpg,416,416,apple,17,198,135,391
c0ca35085c7bb284_jpg.rf.1940ec96d66a4fdca0a65402f7dd86b7.jpg,416,416,pear,85,34,258,271
c0ca35085c7bb284_jpg.rf.1940ec96d66a4fdca0a65402f7dd86b7.jpg,416,416,pear,133,54,361,386
r_153_100_jpg.rf.19f7a4f200770000e93c51f21301bb7d.jpg,416,416,peach,9,21,404,412
9729907217_eb0f45a0c2_z_jpg.rf.1adf74f8be7195ea4d3ccf12d2e53f0d.jpg,416,416,apple,49,128,139,256
9729907217_eb0f45a0c2_z_jpg.rf.1adf74f8be7195ea4d3ccf12d2e53f0d.jpg,416,416,orange,189,149,294,332
9729907217_eb0f45a0c2_z_jpg.rf.1adf74f8be7195ea4d3ccf12d2e53f0d.jpg,416,416,banana,41,228,123,299
download_jpeg.rf.1bad18cde58f05a74dee88815199ca57.jpg,416,416,apple,54,8,373,372
228_100_jpg.rf.1c344bb8a57676f74bfdb6179195016d.jpg,416,416,apple,13,13,408,379
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,banana,174,0,261,215
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,banana,363,55,411,180
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,396,212,416,282
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,orange,14,228,50,271
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,382,270,412,306
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,orange,17,293,50,339
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,398,301,415,336
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,365,307,402,344
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,banana,172,302,238,387
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,orange,26,330,63,377
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,394,342,415,384
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,359,343,392,387
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,303,369,336,403
27974158_a51c8ef7ec_z_jpg.rf.1c791b0cfc4ec4e8c930c1ddb2dc0de3.jpg,416,416,peach,336,365,362,407
